[28.54215499999999, 77.118541, 'transport', 'DELHI', 'airport']
[28.5655981, 77.1994211, 'alts', 'DELHI', 'amusement_park']
[28.5280882, 77.2719728, 'alts', 'DELHI', 'amusement_park']
[28.5646552, 77.324462, 'alts', 'DELHI', 'amusement_park']
[28.7299558, 77.17300999999999, 'alts', 'DELHI', 'amusement_park']
[28.6213011, 77.0521176, 'alts', 'DELHI', 'amusement_park']
[28.59194499999999, 77.044037, 'alts', 'DELHI', 'amusement_park']
[28.461541, 77.0712088, 'alts', 'DELHI', 'amusement_park']
[28.6320191, 77.2794638, 'alts', 'DELHI', 'aquarium']
[28.5704645, 77.32675549999999, 'alts', 'DELHI', 'aquarium']
[28.4742925, 77.04682249999999, 'alts', 'DELHI', 'aquarium']
[28.629836, 77.07955199999999, 'alts', 'DELHI', 'aquarium']
[28.65314099999999, 77.36126999999999, 'alts', 'DELHI', 'aquarium']
[28.7186364, 77.1255268, 'alts', 'DELHI', 'aquarium']
[28.5702, 77.326927, 'alts', 'DELHI', 'aquarium']
[28.530635, 77.22023399999999, 'alts', 'DELHI', 'aquarium']
[28.6380107, 77.07364079999999, 'alts', 'DELHI', 'aquarium']
[28.5821006, 77.2527562, 'alts', 'DELHI', 'aquarium']
[28.570623, 77.3268442, 'alts', 'DELHI', 'aquarium']
[28.533807, 77.254243, 'alts', 'DELHI', 'aquarium']
[28.646832, 77.24004, 'alts', 'DELHI', 'aquarium']
[28.629684, 77.079808, 'alts', 'DELHI', 'aquarium']
[28.6462108, 77.4255104, 'alts', 'DELHI', 'aquarium']
[28.6135939, 77.1090761, 'alts', 'DELHI', 'aquarium']
[28.646722, 77.2404179, 'alts', 'DELHI', 'aquarium']
[28.6192421, 77.2817051, 'alts', 'DELHI', 'aquarium']
[28.573974, 77.325659, 'alts', 'DELHI', 'aquarium']
[28.653619, 77.115122, 'alts', 'DELHI', 'aquarium']
[28.4755324, 77.0606935, 'access_points', 'DELHI', 'atm']
[28.652439, 77.13164499999999, 'access_points', 'DELHI', 'atm']
[28.38523399999999, 77.299522, 'access_points', 'DELHI', 'atm']
[28.5672708, 77.1588968, 'access_points', 'DELHI', 'atm']
[28.6462144, 77.3348089, 'access_points', 'DELHI', 'atm']
[28.3860832, 77.3073464, 'access_points', 'DELHI', 'atm']
[28.6327778, 77.21972219999999, 'access_points', 'DELHI', 'atm']
[28.6482162, 77.1640718, 'access_points', 'DELHI', 'atm']
[28.6687381, 77.4361507, 'access_points', 'DELHI', 'atm']
[28.705775, 77.2521769, 'access_points', 'DELHI', 'atm']
[28.655414, 77.2220359, 'access_points', 'DELHI', 'atm']
[28.5147691, 77.10896369999999, 'access_points', 'DELHI', 'atm']
[28.6382468, 77.3779658, 'access_points', 'DELHI', 'atm']
[28.4317031, 77.0361832, 'access_points', 'DELHI', 'atm']
[28.68963949999999, 77.1312586, 'access_points', 'DELHI', 'atm']
[28.6192972, 77.21257010000001, 'access_points', 'DELHI', 'atm']
[28.5636952, 77.1212128, 'access_points', 'DELHI', 'atm']
[28.595513, 77.1774727, 'access_points', 'DELHI', 'atm']
[28.5335018, 77.0502137, 'access_points', 'DELHI', 'atm']
[28.4011292, 77.3061446, 'access_points', 'DELHI', 'atm']
[28.6364311, 77.4612308, 'transport', 'DELHI', 'bus_station']
[28.528262, 77.201957, 'transport', 'DELHI', 'bus_station']
[28.61058299999999, 77.213003, 'transport', 'DELHI', 'bus_station']
[28.624736, 77.232861, 'transport', 'DELHI', 'bus_station']
[28.624906, 77.23290399999999, 'transport', 'DELHI', 'bus_station']
[28.612065, 77.2123759, 'transport', 'DELHI', 'bus_station']
[28.612559, 77.21183099999999, 'transport', 'DELHI', 'bus_station']
[28.6255615, 77.2341335, 'transport', 'DELHI', 'bus_station']
[28.625795, 77.23424899999999, 'transport', 'DELHI', 'bus_station']
[28.5670473, 77.208023, 'transport', 'DELHI', 'bus_station']
[28.6190727, 77.2864366, 'transport', 'DELHI', 'bus_station']
[28.61914699999999, 77.286447, 'transport', 'DELHI', 'bus_station']
[28.5696117, 77.1912798, 'transport', 'DELHI', 'bus_station']
[28.5691618, 77.1912798, 'transport', 'DELHI', 'bus_station']
[28.55936669999999, 77.2375896, 'transport', 'DELHI', 'bus_station']
[28.5591206, 77.2375816, 'transport', 'DELHI', 'bus_station']
[28.553028, 77.205175, 'transport', 'DELHI', 'bus_station']
[28.5529161, 77.204816, 'transport', 'DELHI', 'bus_station']
[28.5439677, 77.2050744, 'transport', 'DELHI', 'bus_station']
[28.5435784, 77.20596789999999, 'transport', 'DELHI', 'bus_station']
[28.573135, 77.368332, 'alts', 'DELHI', 'casino']
[28.580785, 77.246377, 'alts', 'DELHI', 'casino']
[28.6403807, 77.2855453, 'access_points', 'DELHI', 'fire_station']
[28.6733723, 77.1122402, 'access_points', 'DELHI', 'fire_station']
[28.685112, 77.2028574, 'access_points', 'DELHI', 'fire_station']
[28.5685198, 77.1842598, 'access_points', 'DELHI', 'fire_station']
[28.6407399, 77.17571769999999, 'access_points', 'DELHI', 'fire_station']
[28.4799979, 77.05896109999999, 'access_points', 'DELHI', 'fire_station']
[28.5910774, 77.2991452, 'access_points', 'DELHI', 'fire_station']
[28.6353228, 77.22496629999999, 'access_points', 'DELHI', 'fire_station']
[28.4801614, 77.0127833, 'access_points', 'DELHI', 'fire_station']
[28.7272387, 77.1269536, 'access_points', 'DELHI', 'fire_station']
[28.6564306, 77.2040317, 'access_points', 'DELHI', 'fire_station']
[28.6465259, 77.1809751, 'access_points', 'DELHI', 'fire_station']
[28.6254815, 77.3071465, 'access_points', 'DELHI', 'fire_station']
[28.6594659, 77.2161734, 'access_points', 'DELHI', 'fire_station']
[28.6460328, 77.24490279999999, 'access_points', 'DELHI', 'fire_station']
[28.6146243, 77.31215759999999, 'access_points', 'DELHI', 'fire_station']
[28.586254, 77.213165, 'access_points', 'DELHI', 'fire_station']
[28.6742431, 77.284272, 'access_points', 'DELHI', 'fire_station']
[28.639569, 77.13462899999999, 'access_points', 'DELHI', 'fire_station']
[28.6619159, 77.29672149999999, 'access_points', 'DELHI', 'fire_station']
[28.5867828, 77.2311509, 'access_points', 'DELHI', 'gas_station']
[28.5770549, 77.11416729999999, 'access_points', 'DELHI', 'gas_station']
[28.4520278, 77.0750554, 'access_points', 'DELHI', 'gas_station']
[28.7008129, 77.1151185, 'access_points', 'DELHI', 'gas_station']
[28.572441, 77.222698, 'access_points', 'DELHI', 'gas_station']
[28.5937049, 77.2967748, 'access_points', 'DELHI', 'gas_station']
[28.820185, 77.13418899999999, 'access_points', 'DELHI', 'gas_station']
[28.6141889, 76.9804851, 'access_points', 'DELHI', 'gas_station']
[28.6138805, 77.2919639, 'access_points', 'DELHI', 'gas_station']
[28.6441643, 77.22644559999999, 'access_points', 'DELHI', 'gas_station']
[28.7030756, 77.1572711, 'access_points', 'DELHI', 'gas_station']
[28.6313495, 77.2218226, 'access_points', 'DELHI', 'gas_station']
[28.5769491, 77.3583737, 'access_points', 'DELHI', 'gas_station']
[28.6329769, 77.20163749999999, 'access_points', 'DELHI', 'gas_station']
[28.7886691, 77.0593246, 'access_points', 'DELHI', 'gas_station']
[28.4804989, 77.0712268, 'access_points', 'DELHI', 'gas_station']
[28.5286977, 77.3664031, 'access_points', 'DELHI', 'gas_station']
[28.5968051, 77.0424376, 'access_points', 'DELHI', 'gas_station']
[28.5277466, 77.2156359, 'access_points', 'DELHI', 'gas_station']
[28.65796539999999, 77.31081379999999, 'access_points', 'DELHI', 'gas_station']
[28.6126735, 77.2772619, 'alts', 'DELHI', 'hindu_temple']
[28.5126034, 77.4760255, 'alts', 'DELHI', 'hindu_temple']
[28.5114827, 77.4787241, 'alts', 'DELHI', 'hindu_temple']
[28.5532794, 77.5240524, 'alts', 'DELHI', 'hindu_temple']
[28.4827786, 77.52564129999999, 'alts', 'DELHI', 'hindu_temple']
[28.5735937, 77.120536, 'alts', 'DELHI', 'hindu_temple']
[28.5732028, 77.2445378, 'alts', 'DELHI', 'hindu_temple']
[28.4780422, 77.03012869999999, 'alts', 'DELHI', 'hindu_temple']
[28.379988, 77.055471, 'alts', 'DELHI', 'hindu_temple']
[28.5676507, 77.1658391, 'alts', 'DELHI', 'hindu_temple']
[28.660156, 77.123598, 'alts', 'DELHI', 'hindu_temple']
[28.6326666, 77.19899629999999, 'alts', 'DELHI', 'hindu_temple']
[28.68277899999999, 77.3564791, 'alts', 'DELHI', 'hindu_temple']
[28.5911163, 76.9954333, 'alts', 'DELHI', 'hindu_temple']
[28.5866052, 77.35047829999999, 'alts', 'DELHI', 'hindu_temple']
[28.5648918, 77.3561963, 'alts', 'DELHI', 'hindu_temple']
[28.72938809999999, 77.09691, 'alts', 'DELHI', 'hindu_temple']
[28.4467108, 77.08614229999999, 'alts', 'DELHI', 'hindu_temple']
[28.5368893, 77.2473527, 'alts', 'DELHI', 'hindu_temple']
[28.5249903, 77.1825428, 'alts', 'DELHI', 'hindu_temple']
[28.4626044, 77.4914824, 'alts', 'DELHI', 'library']
[28.5905219, 77.2277361, 'alts', 'DELHI', 'library']
[28.6289705, 77.2224713, 'alts', 'DELHI', 'library']
[28.4566696, 77.0923334, 'alts', 'DELHI', 'library']
[28.624016, 77.230373, 'alts', 'DELHI', 'library']
[28.6026029, 77.1987395, 'alts', 'DELHI', 'library']
[28.6187631, 77.20723830000001, 'alts', 'DELHI', 'library']
[28.6904088, 77.2064719, 'alts', 'DELHI', 'library']
[28.568207, 77.21550119999999, 'alts', 'DELHI', 'library']
[28.651286, 77.196356, 'alts', 'DELHI', 'library']
[28.5843204, 77.07162389999999, 'alts', 'DELHI', 'library']
[28.6321737, 77.2059221, 'alts', 'DELHI', 'library']
[28.673101, 77.231601, 'alts', 'DELHI', 'library']
[28.5279327, 77.2018719, 'alts', 'DELHI', 'library']
[28.565068, 77.229124, 'alts', 'DELHI', 'library']
[28.6765491, 77.16091879999999, 'alts', 'DELHI', 'library']
[28.6396, 77.209684, 'alts', 'DELHI', 'library']
[28.5439775, 77.3345799, 'alts', 'DELHI', 'library']
[28.6505942, 77.23032839999999, 'alts', 'DELHI', 'library']
[28.635237, 77.203805, 'alts', 'DELHI', 'library']
[28.6955567, 77.2798763, 'alts', 'DELHI', 'mosque']
[28.5470768, 77.2084714, 'alts', 'DELHI', 'mosque']
[28.6506792, 77.23344209999999, 'alts', 'DELHI', 'mosque']
[28.5913871, 77.2418643, 'alts', 'DELHI', 'mosque']
[28.52476769999999, 77.1851537, 'alts', 'DELHI', 'mosque']
[28.65661769999999, 77.2222346, 'alts', 'DELHI', 'mosque']
[28.667309, 77.06168, 'alts', 'DELHI', 'mosque']
[28.6470287, 77.2173885, 'alts', 'DELHI', 'mosque']
[28.6442882, 77.2420645, 'alts', 'DELHI', 'mosque']
[28.6290201, 77.2186679, 'alts', 'DELHI', 'mosque']
[28.5746208, 77.3678637, 'alts', 'DELHI', 'mosque']
[28.5060688, 77.4595307, 'alts', 'DELHI', 'mosque']
[28.5567717, 77.29420619999999, 'alts', 'DELHI', 'mosque']
[28.6138674, 77.24083619999999, 'alts', 'DELHI', 'mosque']
[28.5630924, 77.2899207, 'alts', 'DELHI', 'mosque']
[28.6894115, 77.1478418, 'alts', 'DELHI', 'mosque']
[28.635165, 77.22125319999999, 'alts', 'DELHI', 'mosque']
[28.41174329999999, 76.9711804, 'alts', 'DELHI', 'mosque']
[28.595768, 77.243076, 'alts', 'DELHI', 'mosque']
[28.555285, 77.29012999999999, 'alts', 'DELHI', 'mosque']
[28.5114759, 77.0418486, 'alts', 'DELHI', 'movie_theater']
[28.64637, 77.3196202, 'alts', 'DELHI', 'movie_theater']
[28.65193, 77.120796, 'alts', 'DELHI', 'movie_theater']
[28.5237407, 77.2071559, 'alts', 'DELHI', 'movie_theater']
[28.689245, 77.13325499999999, 'alts', 'DELHI', 'movie_theater']
[28.6330782, 77.13889089999999, 'alts', 'DELHI', 'movie_theater']
[28.645268, 77.3360028, 'alts', 'DELHI', 'movie_theater']
[28.5273971, 77.2171255, 'alts', 'DELHI', 'movie_theater']
[28.3865253, 77.3166959, 'alts', 'DELHI', 'movie_theater']
[28.641781, 77.2340986, 'alts', 'DELHI', 'movie_theater']
[28.6504, 77.1576999, 'alts', 'DELHI', 'movie_theater']
[28.5678233, 77.3228886, 'alts', 'DELHI', 'movie_theater']
[28.644393, 77.240082, 'alts', 'DELHI', 'movie_theater']
[28.65919109999999, 77.1896883, 'alts', 'DELHI', 'movie_theater']
[28.652662, 77.12334899999999, 'alts', 'DELHI', 'movie_theater']
[28.581218, 77.2419939, 'alts', 'DELHI', 'movie_theater']
[28.5862902, 77.3412958, 'alts', 'DELHI', 'movie_theater']
[28.550044, 77.251155, 'alts', 'DELHI', 'movie_theater']
[28.6405158, 77.37810859999999, 'alts', 'DELHI', 'movie_theater']
[28.7028244, 77.1583279, 'alts', 'DELHI', 'movie_theater']
[28.60177, 77.21433929999999, 'alts', 'DELHI', 'museum']
[28.6132098, 77.245437, 'alts', 'DELHI', 'museum']
[28.6135288, 77.242466, 'alts', 'DELHI', 'museum']
[28.6389073, 77.2459101, 'alts', 'DELHI', 'museum']
[28.630525, 77.2415645, 'alts', 'DELHI', 'museum']
[28.5905219, 77.2277361, 'alts', 'DELHI', 'museum']
[28.5968795, 77.0806904, 'alts', 'DELHI', 'museum']
[28.6026029, 77.1987395, 'alts', 'DELHI', 'museum']
[28.5854992, 77.1800892, 'alts', 'DELHI', 'museum']
[28.547707, 77.2505296, 'alts', 'DELHI', 'museum']
[28.46222899999999, 77.503, 'alts', 'DELHI', 'museum']
[28.64875300000001, 77.1882059, 'alts', 'DELHI', 'museum']
[28.528653, 77.220478, 'alts', 'DELHI', 'museum']
[28.6226256, 77.21341480000001, 'alts', 'DELHI', 'museum']
[28.6102166, 77.2344188, 'alts', 'DELHI', 'museum']
[28.5999467, 77.2062486, 'alts', 'DELHI', 'museum']
[28.6224895, 77.22568439999999, 'alts', 'DELHI', 'museum']
[28.515337, 77.10343, 'alts', 'DELHI', 'museum']
[28.628873, 77.081777, 'alts', 'DELHI', 'museum']
[28.677374, 77.28905800000001, 'alts', 'DELHI', 'museum']
[28.4467384, 77.3163969, 'alts', 'DELHI', 'night_club']
[28.597334, 77.19567099999999, 'alts', 'DELHI', 'night_club']
[28.63238, 77.21679069999999, 'alts', 'DELHI', 'night_club']
[28.4797256, 77.0864296, 'alts', 'DELHI', 'night_club']
[28.572769, 77.23033699999999, 'alts', 'DELHI', 'night_club']
[28.479598, 77.09197499999999, 'alts', 'DELHI', 'night_club']
[28.650117, 77.1237076, 'alts', 'DELHI', 'night_club']
[28.5086576, 77.211953, 'alts', 'DELHI', 'night_club']
[28.3953413, 77.3159277, 'alts', 'DELHI', 'night_club']
[28.5275769, 77.2191857, 'alts', 'DELHI', 'night_club']
[28.56726, 77.323193, 'alts', 'DELHI', 'night_club']
[28.568364, 77.3265919, 'alts', 'DELHI', 'night_club']
[28.5282202, 77.2198373, 'alts', 'DELHI', 'night_club']
[28.63446, 77.220553, 'alts', 'DELHI', 'night_club']
[28.480779, 77.080182, 'alts', 'DELHI', 'night_club']
[28.554179, 77.19438099999999, 'alts', 'DELHI', 'night_club']
[28.56921, 77.185378, 'alts', 'DELHI', 'night_club']
[28.5283456, 77.21622959999999, 'alts', 'DELHI', 'night_club']
[28.6423307, 77.2216935, 'alts', 'DELHI', 'night_club']
[28.4789596, 77.0854556, 'alts', 'DELHI', 'night_club']
[28.51330699999999, 77.1985031, 'alts', 'DELHI', 'park']
[28.6024957, 77.4498796, 'alts', 'DELHI', 'park']
[28.7089798, 77.1659327, 'alts', 'DELHI', 'park']
[28.5930952, 77.2196793, 'alts', 'DELHI', 'park']
[28.6321607, 77.070964, 'alts', 'DELHI', 'park']
[28.6694507, 77.4727964, 'alts', 'DELHI', 'park']
[28.6045471, 77.0512564, 'alts', 'DELHI', 'park']
[28.4695472, 77.3083314, 'alts', 'DELHI', 'park']
[28.5375849, 77.2017582, 'alts', 'DELHI', 'park']
[28.6684177, 77.3791552, 'alts', 'DELHI', 'park']
[28.632299, 77.11167999999999, 'alts', 'DELHI', 'park']
[28.4613936, 76.8908318, 'alts', 'DELHI', 'park']
[28.6307434, 77.21900380000001, 'alts', 'DELHI', 'park']
[28.7335147, 77.2147895, 'alts', 'DELHI', 'park']
[28.5910316, 77.22318109999999, 'alts', 'DELHI', 'park']
[28.4687687, 77.2265469, 'alts', 'DELHI', 'park']
[28.641155, 77.173504, 'alts', 'DELHI', 'park']
[28.5965198, 77.2547522, 'alts', 'DELHI', 'park']
[28.6309023, 77.2254715, 'access_points', 'DELHI', 'police']
[28.464763, 77.5109549, 'access_points', 'DELHI', 'police']
[28.5039225, 77.02476039999999, 'access_points', 'DELHI', 'police']
[28.57870849999999, 77.0507234, 'access_points', 'DELHI', 'police']
[28.6845104, 77.0007153, 'access_points', 'DELHI', 'police']
[28.6249312, 77.2129614, 'access_points', 'DELHI', 'police']
[28.702672, 77.07878, 'access_points', 'DELHI', 'police']
[28.6603391, 77.1466677, 'access_points', 'DELHI', 'police']
[28.6260557, 77.1531133, 'access_points', 'DELHI', 'police']
[28.57448449999999, 77.1993328, 'access_points', 'DELHI', 'police']
[28.6453303, 77.2090784, 'access_points', 'DELHI', 'police']
[28.6298957, 77.2141925, 'access_points', 'DELHI', 'police']
[28.6301968, 77.0680934, 'access_points', 'DELHI', 'police']
[28.6248397, 77.3064157, 'access_points', 'DELHI', 'police']
[28.62532180000001, 77.0648786, 'access_points', 'DELHI', 'police']
[28.666898, 77.30697669999999, 'access_points', 'DELHI', 'police']
[28.5271268, 77.2744802, 'access_points', 'DELHI', 'police']
[28.6685381, 77.1832979, 'access_points', 'DELHI', 'police']
[28.4294653, 77.0379641, 'access_points', 'DELHI', 'police']
[28.5840856, 77.3294811, 'access_points', 'DELHI', 'police']
[28.6315303, 77.2080661, 'food', 'DELHI', 'restaurant']
[28.6216788, 77.21693359999999, 'food', 'DELHI', 'restaurant']
[28.546641, 77.249658, 'food', 'DELHI', 'restaurant']
[28.480312, 77.107771, 'food', 'DELHI', 'restaurant']
[28.6461049, 77.2147462, 'food', 'DELHI', 'restaurant']
[28.545074, 77.123249, 'food', 'DELHI', 'restaurant']
[28.502412, 77.088499, 'food', 'DELHI', 'restaurant']
[28.635212, 77.220176, 'food', 'DELHI', 'restaurant']
[28.4470351, 77.0995684, 'food', 'DELHI', 'restaurant']
[28.5459296, 77.12676200000001, 'food', 'DELHI', 'restaurant']
[28.4771957, 77.070425, 'food', 'DELHI', 'restaurant']
[28.54382099999999, 77.119694, 'food', 'DELHI', 'restaurant']
[28.550321, 77.12272399999999, 'food', 'DELHI', 'restaurant']
[28.64510199999999, 77.189565, 'food', 'DELHI', 'restaurant']
[28.5614289, 77.26971230000001, 'food', 'DELHI', 'restaurant']
[28.6265512, 77.1356263, 'food', 'DELHI', 'restaurant']
[28.645644, 77.193068, 'food', 'DELHI', 'restaurant']
[28.591814, 77.238214, 'food', 'DELHI', 'restaurant']
[28.545147, 77.12255499999999, 'food', 'DELHI', 'restaurant']
[28.725814, 77.144054, 'food', 'DELHI', 'restaurant']
[28.6413084, 77.3167807, 'access_points', 'DELHI', 'shopping_mall']
[28.6447377, 77.3356542, 'access_points', 'DELHI', 'shopping_mall']
[28.54342519999999, 77.15676479999999, 'access_points', 'DELHI', 'shopping_mall']
[28.5677473, 77.32590259999999, 'access_points', 'DELHI', 'shopping_mall']
[28.6309921, 77.2187976, 'access_points', 'DELHI', 'shopping_mall']
[28.6423281, 77.1062833, 'access_points', 'DELHI', 'shopping_mall']
[28.60085669999999, 77.02620329999999, 'access_points', 'DELHI', 'shopping_mall']
[28.383483, 77.31434999999999, 'access_points', 'DELHI', 'shopping_mall']
[28.6310085, 77.2186001, 'access_points', 'DELHI', 'shopping_mall']
[28.4613217, 77.0528866, 'access_points', 'DELHI', 'shopping_mall']
[28.47900649999999, 77.08051569999999, 'access_points', 'DELHI', 'shopping_mall']
[28.7236698, 77.11352629999999, 'access_points', 'DELHI', 'shopping_mall']
[28.4934896, 77.10392879999999, 'access_points', 'DELHI', 'shopping_mall']
[28.6503803, 77.1947094, 'access_points', 'DELHI', 'shopping_mall']
[28.63284, 77.215862, 'access_points', 'DELHI', 'shopping_mall']
[28.4887536, 77.5144971, 'access_points', 'DELHI', 'shopping_mall']
[28.6281039, 77.2821226, 'access_points', 'DELHI', 'shopping_mall']
[28.592654, 77.296309, 'access_points', 'DELHI', 'shopping_mall']
[28.654182, 77.43678799999999, 'access_points', 'DELHI', 'shopping_mall']
[28.6361591, 77.093656, 'access_points', 'DELHI', 'shopping_mall']
[28.6315303, 77.2080661, 'alts', 'DELHI', 'spa']
[28.552554, 77.121234, 'alts', 'DELHI', 'spa']
[28.460925, 77.080369, 'alts', 'DELHI', 'spa']
[28.502412, 77.088499, 'alts', 'DELHI', 'spa']
[28.53134, 77.104421, 'alts', 'DELHI', 'spa']
[28.54382099999999, 77.119694, 'alts', 'DELHI', 'spa']
[28.5962928, 77.23964230000001, 'alts', 'DELHI', 'spa']
[28.591814, 77.238214, 'alts', 'DELHI', 'spa']
[28.36694, 76.939932, 'alts', 'DELHI', 'spa']
[28.507667, 77.181249, 'alts', 'DELHI', 'spa']
[28.572412, 77.236791, 'alts', 'DELHI', 'spa']
[28.643543, 77.298312, 'alts', 'DELHI', 'spa']
[28.5081066, 77.181641, 'alts', 'DELHI', 'spa']
[28.6288563, 77.2161685, 'alts', 'DELHI', 'spa']
[28.5581316, 77.16405139999999, 'alts', 'DELHI', 'spa']
[28.6342744, 77.3607466, 'alts', 'DELHI', 'spa']
[28.5604962, 77.189827, 'alts', 'DELHI', 'spa']
[28.462752, 77.087542, 'alts', 'DELHI', 'spa']
[28.597588, 77.1960354, 'alts', 'DELHI', 'spa']
[28.561022, 77.188975, 'alts', 'DELHI', 'spa']
[28.6253724, 77.1953388, 'alts', 'DELHI', 'stadium']
[28.5828456, 77.2343665, 'alts', 'DELHI', 'stadium']
[28.6389426, 77.2158214, 'alts', 'DELHI', 'stadium']
[28.5771727, 77.21707130000001, 'alts', 'DELHI', 'stadium']
[28.7102487, 77.1425843, 'alts', 'DELHI', 'stadium']
[28.6151029, 77.09664339999999, 'alts', 'DELHI', 'stadium']
[28.5599674, 77.1885681, 'alts', 'DELHI', 'stadium']
[28.7016363, 77.44129389999999, 'alts', 'DELHI', 'stadium']
[28.68318090000001, 77.21076269999999, 'alts', 'DELHI', 'stadium']
[28.66994949999999, 77.41238779999999, 'alts', 'DELHI', 'stadium']
[28.6126032, 77.49707579999999, 'alts', 'DELHI', 'stadium']
[28.3428392, 77.5367742, 'alts', 'DELHI', 'stadium']
[28.2893853, 76.9300622, 'alts', 'DELHI', 'stadium']
[28.6587595, 77.44001279999999, 'alts', 'DELHI', 'stadium']
[28.4429611, 77.0373408, 'alts', 'DELHI', 'stadium']
[28.6390138, 77.2422685, 'alts', 'DELHI', 'stadium']
[28.4563998, 77.0304238, 'alts', 'DELHI', 'stadium']
[28.3870539, 77.29564429999999, 'alts', 'DELHI', 'stadium']
[28.522159, 77.1677354, 'transport', 'DELHI', 'taxi_stand']
[28.7798236, 77.134373, 'transport', 'DELHI', 'taxi_stand']
[28.566554, 77.1257722, 'transport', 'DELHI', 'taxi_stand']
[28.575083, 77.328135, 'transport', 'DELHI', 'taxi_stand']
[28.593424, 77.07930499999999, 'transport', 'DELHI', 'taxi_stand']
[28.472386, 77.514005, 'transport', 'DELHI', 'taxi_stand']
[28.5025309, 77.2090795, 'transport', 'DELHI', 'taxi_stand']
[28.638496, 77.209126, 'transport', 'DELHI', 'taxi_stand']
[28.739337, 77.13475199999999, 'transport', 'DELHI', 'taxi_stand']
[28.4945822, 77.1027373, 'transport', 'DELHI', 'taxi_stand']
[28.5611598, 77.2122112, 'transport', 'DELHI', 'taxi_stand']
[28.76125429999999, 77.1532381, 'transport', 'DELHI', 'taxi_stand']
[28.708989, 77.16709700000001, 'transport', 'DELHI', 'taxi_stand']
[28.59933789999999, 77.0661827, 'transport', 'DELHI', 'taxi_stand']
[28.572593, 77.173472, 'transport', 'DELHI', 'taxi_stand']
[28.4930749, 77.0984696, 'transport', 'DELHI', 'taxi_stand']
[28.414654, 77.32055199999999, 'transport', 'DELHI', 'taxi_stand']
[28.6853032, 77.3358336, 'transport', 'DELHI', 'taxi_stand']
[28.595587, 77.173996, 'transport', 'DELHI', 'taxi_stand']
[28.652781, 77.192144, 'transport', 'DELHI', 'taxi_stand']
[28.6282562, 77.2370888, 'transport', 'DELHI', 'train_station']
[28.620528, 77.249878, 'transport', 'DELHI', 'train_station']
[28.6415494, 77.22081229999999, 'transport', 'DELHI', 'train_station']
[28.578881, 77.2439935, 'transport', 'DELHI', 'train_station']
[28.6609677, 77.2276704, 'transport', 'DELHI', 'train_station']
[28.5640005, 77.234096, 'transport', 'DELHI', 'train_station']
[28.667465, 77.22833899999999, 'transport', 'DELHI', 'train_station']
[28.668747, 77.19976249999999, 'transport', 'DELHI', 'train_station']
[28.6628569, 77.18549399999999, 'transport', 'DELHI', 'train_station']
[28.660138, 77.156532, 'transport', 'DELHI', 'train_station']
[28.64878089999999, 77.3155397, 'transport', 'DELHI', 'train_station']
[28.6733633, 77.3196542, 'transport', 'DELHI', 'train_station']
[28.62944800000001, 77.077761, 'transport', 'DELHI', 'train_station']
[28.6530862, 77.4279899, 'transport', 'DELHI', 'train_station']
[28.7696625, 77.1158414, 'transport', 'DELHI', 'train_station']
[28.4888103, 77.0108016, 'transport', 'DELHI', 'train_station']
