[10.1517834, 76.392958, 'transport', 'KOCHI', 'airport']
[9.961439900000002, 76.3058025, 'alts', 'KOCHI', 'aquarium']
[10.0524507, 76.2929905, 'alts', 'KOCHI', 'aquarium']
[9.966058000000002, 76.297283, 'alts', 'KOCHI', 'aquarium']
[9.976393000000002, 76.294457, 'alts', 'KOCHI', 'aquarium']
[10.0052712, 76.2836931, 'alts', 'KOCHI', 'aquarium']
[9.9488714, 76.25225689999999, 'alts', 'KOCHI', 'aquarium']
[9.982829299999999, 76.5777607, 'alts', 'KOCHI', 'aquarium']
[9.8991178, 76.7197126, 'alts', 'KOCHI', 'aquarium']
[9.8936291, 76.7151311, 'alts', 'KOCHI', 'aquarium']
[10.1708595, 76.4461972, 'alts', 'KOCHI', 'aquarium']
[10.0371812, 76.41000400000001, 'alts', 'KOCHI', 'aquarium']
[10.0365802, 76.408473, 'alts', 'KOCHI', 'aquarium']
[10.1257383, 76.33231839999999, 'access_points', 'KOCHI', 'atm']
[9.8998938, 76.71428039999999, 'access_points', 'KOCHI', 'atm']
[10.0284309, 76.30845699999999, 'access_points', 'KOCHI', 'atm']
[9.8766191, 76.48687559999999, 'access_points', 'KOCHI', 'atm']
[9.859814, 76.59391900000001, 'access_points', 'KOCHI', 'atm']
[9.900635900000001, 76.7125798, 'access_points', 'KOCHI', 'atm']
[10.105558, 76.352925, 'access_points', 'KOCHI', 'atm']
[10.000406, 76.310175, 'access_points', 'KOCHI', 'atm']
[9.992437199999998, 76.29261439999999, 'access_points', 'KOCHI', 'atm']
[9.9499297, 76.2534129, 'access_points', 'KOCHI', 'atm']
[9.883640300000001, 76.64172599999999, 'access_points', 'KOCHI', 'atm']
[9.9658353, 76.3059912, 'access_points', 'KOCHI', 'atm']
[9.945295500000002, 76.3505459, 'access_points', 'KOCHI', 'atm']
[9.937768199999999, 76.34636239999999, 'access_points', 'KOCHI', 'atm']
[9.973042699999999, 76.2852145, 'access_points', 'KOCHI', 'atm']
[10.1106984, 76.3504438, 'access_points', 'KOCHI', 'atm']
[9.9704203, 76.31743709999999, 'access_points', 'KOCHI', 'atm']
[10.1899693, 76.39043269999999, 'access_points', 'KOCHI', 'atm']
[9.9793539, 76.4759682, 'access_points', 'KOCHI', 'atm']
[10.0144081, 76.31184449999999, 'access_points', 'KOCHI', 'atm']
[10.064519, 76.620991, 'transport', 'KOCHI', 'bus_station']
[10.2831616, 76.4197665, 'transport', 'KOCHI', 'bus_station']
[9.7148849, 76.6884259, 'transport', 'KOCHI', 'bus_station']
[9.7148685, 76.6883723, 'transport', 'KOCHI', 'bus_station']
[9.9686837, 76.3219088, 'transport', 'KOCHI', 'bus_station']
[9.667801999999998, 76.555944, 'transport', 'KOCHI', 'bus_station']
[10.0480422, 76.6414753, 'transport', 'KOCHI', 'bus_station']
[10.0474374, 76.6416496, 'transport', 'KOCHI', 'bus_station']
[10.1148094, 76.610316, 'transport', 'KOCHI', 'bus_station']
[10.1017227, 76.541479, 'transport', 'KOCHI', 'bus_station']
[10.0153031, 76.52470389999999, 'transport', 'KOCHI', 'bus_station']
[10.0154339, 76.5244156, 'transport', 'KOCHI', 'bus_station']
[10.0152371, 76.524307, 'transport', 'KOCHI', 'bus_station']
[10.0970699, 76.4743173, 'transport', 'KOCHI', 'bus_station']
[10.0972849, 76.4743453, 'transport', 'KOCHI', 'bus_station']
[10.0914822, 76.44223269999999, 'transport', 'KOCHI', 'bus_station']
[10.0915007, 76.4419779, 'transport', 'KOCHI', 'bus_station']
[10.1855596, 76.47528559999999, 'transport', 'KOCHI', 'bus_station']
[10.0883027, 76.4263648, 'transport', 'KOCHI', 'bus_station']
[10.0882843, 76.4260322, 'transport', 'KOCHI', 'bus_station']
[10.1078101, 76.35724979999999, 'alts', 'KOCHI', 'casino']
[9.9358262, 76.35212720000001, 'access_points', 'KOCHI', 'fire_station']
[9.974309600000002, 76.2956158, 'access_points', 'KOCHI', 'fire_station']
[9.958941000000001, 76.2578529, 'access_points', 'KOCHI', 'fire_station']
[10.0571003, 76.6171846, 'access_points', 'KOCHI', 'fire_station']
[10.0570577, 76.6171325, 'access_points', 'KOCHI', 'fire_station']
[9.9649402, 76.67111899999999, 'access_points', 'KOCHI', 'fire_station']
[9.9795845, 76.58267219999999, 'access_points', 'KOCHI', 'fire_station']
[9.9795898, 76.5827027, 'access_points', 'KOCHI', 'fire_station']
[9.979657699999999, 76.58261949999999, 'access_points', 'KOCHI', 'fire_station']
[9.8983366, 76.70373479999999, 'access_points', 'KOCHI', 'fire_station']
[10.1173073, 76.49340860000001, 'access_points', 'KOCHI', 'fire_station']
[9.864183299999999, 76.5915723, 'access_points', 'KOCHI', 'fire_station']
[9.871790599999999, 76.4897218, 'access_points', 'KOCHI', 'fire_station']
[10.1556771, 76.4032284, 'access_points', 'KOCHI', 'fire_station']
[9.9122817, 76.4068229, 'access_points', 'KOCHI', 'fire_station']
[10.007418, 76.96740989999999, 'access_points', 'KOCHI', 'fire_station']
[10.1076272, 76.3508677, 'access_points', 'KOCHI', 'fire_station']
[9.7893248, 76.85304789999999, 'access_points', 'KOCHI', 'fire_station']
[10.0194408, 76.33412899999999, 'access_points', 'KOCHI', 'fire_station']
[10.0194566, 76.3341236, 'access_points', 'KOCHI', 'fire_station']
[10.0156373, 76.2764467, 'access_points', 'KOCHI', 'gas_station']
[9.9525729, 76.338357, 'access_points', 'KOCHI', 'gas_station']
[9.9613907, 76.3701045, 'access_points', 'KOCHI', 'gas_station']
[9.9449177, 76.3722069, 'access_points', 'KOCHI', 'gas_station']
[10.0107468, 76.3117915, 'access_points', 'KOCHI', 'gas_station']
[9.9523263, 76.33766949999999, 'access_points', 'KOCHI', 'gas_station']
[9.9017914, 76.7255776, 'access_points', 'KOCHI', 'gas_station']
[9.9948011, 76.3203381, 'access_points', 'KOCHI', 'gas_station']
[9.8739379, 76.4860966, 'access_points', 'KOCHI', 'gas_station']
[9.885087, 76.64727690000001, 'access_points', 'KOCHI', 'gas_station']
[10.0657801, 76.4945931, 'access_points', 'KOCHI', 'gas_station']
[9.8871282, 76.64415919999999, 'access_points', 'KOCHI', 'gas_station']
[10.111007, 76.530515, 'access_points', 'KOCHI', 'gas_station']
[10.0681019, 76.6142966, 'access_points', 'KOCHI', 'gas_station']
[9.9001205, 76.7123848, 'access_points', 'KOCHI', 'gas_station']
[10.0723537, 76.5978585, 'access_points', 'KOCHI', 'gas_station']
[10.0688189, 76.613765, 'access_points', 'KOCHI', 'gas_station']
[10.0587154, 76.6467663, 'access_points', 'KOCHI', 'gas_station']
[10.1126729, 76.51460469999999, 'access_points', 'KOCHI', 'gas_station']
[10.0606706, 76.6172866, 'access_points', 'KOCHI', 'gas_station']
[10.1878006, 76.32707409999999, 'alts', 'KOCHI', 'hindu_temple']
[9.933013100000002, 76.3059687, 'alts', 'KOCHI', 'hindu_temple']
[9.8796384, 76.3870221, 'alts', 'KOCHI', 'hindu_temple']
[9.8573495, 76.4484003, 'alts', 'KOCHI', 'hindu_temple']
[9.9450109, 76.342111, 'alts', 'KOCHI', 'hindu_temple']
[9.9270062, 76.3696087, 'alts', 'KOCHI', 'hindu_temple']
[9.7281252, 76.5697208, 'alts', 'KOCHI', 'hindu_temple']
[10.099084, 76.57396899999999, 'alts', 'KOCHI', 'hindu_temple']
[9.673676000000002, 76.5609661, 'alts', 'KOCHI', 'hindu_temple']
[9.770175899999998, 76.4824659, 'alts', 'KOCHI', 'hindu_temple']
[10.2118022, 76.321131, 'alts', 'KOCHI', 'hindu_temple']
[10.1085974, 76.5004926, 'alts', 'KOCHI', 'hindu_temple']
[9.916424299999997, 76.4771658, 'alts', 'KOCHI', 'hindu_temple']
[10.0395404, 76.62356849999999, 'alts', 'KOCHI', 'hindu_temple']
[9.933124099999999, 76.3913494, 'alts', 'KOCHI', 'hindu_temple']
[10.1672428, 76.444333, 'alts', 'KOCHI', 'hindu_temple']
[10.1784931, 76.47168719999999, 'alts', 'KOCHI', 'hindu_temple']
[9.971259, 76.60955400000002, 'alts', 'KOCHI', 'hindu_temple']
[9.896473, 76.36281, 'alts', 'KOCHI', 'hindu_temple']
[10.0659171, 76.5464946, 'alts', 'KOCHI', 'hindu_temple']
[9.976606600000002, 76.28243189999999, 'alts', 'KOCHI', 'library']
[10.0227808, 76.3438562, 'alts', 'KOCHI', 'library']
[10.1568015, 76.3388121, 'alts', 'KOCHI', 'library']
[10.0813286, 76.5747856, 'alts', 'KOCHI', 'library']
[10.1226579, 76.5575168, 'alts', 'KOCHI', 'library']
[9.935914699999998, 76.75692289999999, 'alts', 'KOCHI', 'library']
[9.8884893, 76.5903818, 'alts', 'KOCHI', 'library']
[10.0078555, 76.4861415, 'alts', 'KOCHI', 'library']
[9.943066199999999, 76.4820414, 'alts', 'KOCHI', 'library']
[9.9556885, 76.427859, 'alts', 'KOCHI', 'library']
[9.8693433, 76.4556009, 'alts', 'KOCHI', 'library']
[10.0032703, 76.3114804, 'alts', 'KOCHI', 'library']
[9.9732305, 76.3353467, 'alts', 'KOCHI', 'library']
[10.025321, 76.365723, 'alts', 'KOCHI', 'library']
[9.7524923, 76.6615468, 'alts', 'KOCHI', 'library']
[10.1096249, 76.35579779999999, 'alts', 'KOCHI', 'library']
[9.812729099999999, 76.4646171, 'alts', 'KOCHI', 'library']
[10.0445842, 76.32510909999999, 'alts', 'KOCHI', 'library']
[9.727174499999999, 76.7266515, 'alts', 'KOCHI', 'library']
[9.768937999999999, 76.485226, 'alts', 'KOCHI', 'library']
[10.122921, 76.3386136, 'alts', 'KOCHI', 'mosque']
[10.1198356, 76.36065339999999, 'alts', 'KOCHI', 'mosque']
[9.990018, 76.58347499999999, 'alts', 'KOCHI', 'mosque']
[9.991939700000001, 76.4041024, 'alts', 'KOCHI', 'mosque']
[10.1229685, 76.3460102, 'alts', 'KOCHI', 'mosque']
[10.050847, 76.3340673, 'alts', 'KOCHI', 'mosque']
[9.8499731, 76.3277078, 'alts', 'KOCHI', 'mosque']
[9.9913308, 76.2830517, 'alts', 'KOCHI', 'mosque']
[9.9152805, 76.2679284, 'alts', 'KOCHI', 'mosque']
[9.8286196, 76.3107562, 'alts', 'KOCHI', 'mosque']
[9.968473099999999, 76.2492141, 'alts', 'KOCHI', 'mosque']
[9.9675092, 76.24481159999999, 'alts', 'KOCHI', 'mosque']
[9.9003967, 76.7295671, 'alts', 'KOCHI', 'mosque']
[10.0427144, 76.6669177, 'alts', 'KOCHI', 'mosque']
[10.0571283, 76.6846588, 'alts', 'KOCHI', 'mosque']
[10.0371687, 76.6597331, 'alts', 'KOCHI', 'mosque']
[10.0328454, 76.6680885, 'alts', 'KOCHI', 'mosque']
[10.0343747, 76.67669599999999, 'alts', 'KOCHI', 'mosque']
[10.0353806, 76.6832804, 'alts', 'KOCHI', 'mosque']
[10.02926, 76.6704414, 'alts', 'KOCHI', 'mosque']
[10.0143187, 76.31231989999999, 'alts', 'KOCHI', 'movie_theater']
[9.977553100000002, 76.31626899999999, 'alts', 'KOCHI', 'movie_theater']
[9.9785726, 76.28262219999999, 'alts', 'KOCHI', 'movie_theater']
[10.1049817, 76.358935, 'alts', 'KOCHI', 'movie_theater']
[9.9817548, 76.2826031, 'alts', 'KOCHI', 'movie_theater']
[9.979847999999999, 76.573807, 'alts', 'KOCHI', 'movie_theater']
[9.9028494, 76.715307, 'alts', 'KOCHI', 'movie_theater']
[9.9798528, 76.5836881, 'alts', 'KOCHI', 'movie_theater']
[10.1072081, 76.3603007, 'alts', 'KOCHI', 'movie_theater']
[9.97561, 76.57939999999999, 'alts', 'KOCHI', 'movie_theater']
[10.0630391, 76.6202275, 'alts', 'KOCHI', 'movie_theater']
[10.1069503, 76.4736602, 'alts', 'KOCHI', 'movie_theater']
[9.989577399999998, 76.57843729999999, 'alts', 'KOCHI', 'movie_theater']
[10.1135028, 76.4791475, 'alts', 'KOCHI', 'movie_theater']
[9.9849844, 76.27756169999999, 'alts', 'KOCHI', 'movie_theater']
[9.854162299999997, 76.5934205, 'alts', 'KOCHI', 'movie_theater']
[10.0630989, 76.6200501, 'alts', 'KOCHI', 'movie_theater']
[10.0630643, 76.6200015, 'alts', 'KOCHI', 'movie_theater']
[9.958274500000002, 76.2593488, 'alts', 'KOCHI', 'museum']
[9.933068999999998, 76.2991547, 'alts', 'KOCHI', 'museum']
[9.952638600000002, 76.3639139, 'alts', 'KOCHI', 'museum']
[9.771841199999999, 76.5715903, 'alts', 'KOCHI', 'museum']
[9.965921999999999, 76.239671, 'alts', 'KOCHI', 'museum']
[10.0379498, 76.3147426, 'alts', 'KOCHI', 'museum']
[9.7027886, 76.7259085, 'alts', 'KOCHI', 'museum']
[9.7073009, 76.7556505, 'alts', 'KOCHI', 'museum']
[10.0875211, 77.0604604, 'alts', 'KOCHI', 'museum']
[9.965456, 76.28624789999999, 'alts', 'KOCHI', 'museum']
[9.9882808, 76.27221750000001, 'alts', 'KOCHI', 'museum']
[10.01486, 76.303467, 'alts', 'KOCHI', 'museum']
[9.955871199999999, 76.2600933, 'alts', 'KOCHI', 'museum']
[9.968958899999999, 76.2609208, 'alts', 'KOCHI', 'museum']
[9.958291299999999, 76.25940760000002, 'alts', 'KOCHI', 'museum']
[9.962160700000002, 76.25741880000001, 'alts', 'KOCHI', 'museum']
[9.968579799999999, 76.24647039999999, 'alts', 'KOCHI', 'museum']
[9.9590114, 76.255724, 'alts', 'KOCHI', 'museum']
[9.958549999999999, 76.2390853, 'alts', 'KOCHI', 'museum']
[9.6484717, 76.5170342, 'alts', 'KOCHI', 'museum']
[10.1335301, 76.4664209, 'alts', 'KOCHI', 'night_club']
[9.848537999999998, 76.6852373, 'alts', 'KOCHI', 'night_club']
[9.9826619, 76.5702709, 'alts', 'KOCHI', 'night_club']
[9.938791799999999, 76.6438946, 'alts', 'KOCHI', 'night_club']
[10.0595823, 76.6345249, 'alts', 'KOCHI', 'night_club']
[10.0563033, 76.6169223, 'alts', 'KOCHI', 'night_club']
[10.101416, 76.3478576, 'alts', 'KOCHI', 'night_club']
[9.741636599999998, 76.6117292, 'alts', 'KOCHI', 'night_club']
[10.0791076, 76.3879391, 'alts', 'KOCHI', 'night_club']
[9.7662138, 76.701092, 'alts', 'KOCHI', 'night_club']
[10.1925013, 76.3860984, 'alts', 'KOCHI', 'night_club']
[9.991762, 76.29324199999999, 'alts', 'KOCHI', 'night_club']
[10.1685233, 76.3485804, 'alts', 'KOCHI', 'night_club']
[10.0067588, 76.30648339999999, 'alts', 'KOCHI', 'night_club']
[9.9762619, 76.2772608, 'alts', 'KOCHI', 'night_club']
[9.751449400000002, 76.3928703, 'alts', 'KOCHI', 'night_club']
[10.0647412, 76.65514619999999, 'alts', 'KOCHI', 'night_club']
[10.0809046, 76.66794999999999, 'alts', 'KOCHI', 'night_club']
[10.0594612, 76.6357434, 'alts', 'KOCHI', 'night_club']
[10.0306106, 76.63832099999999, 'alts', 'KOCHI', 'night_club']
[10.09571, 76.71692999999999, 'alts', 'KOCHI', 'park']
[10.3928581, 76.775622, 'alts', 'KOCHI', 'park']
[10.040848, 76.975606, 'alts', 'KOCHI', 'park']
[9.9795041, 76.4723777, 'alts', 'KOCHI', 'park']
[9.896935899999999, 76.7112345, 'alts', 'KOCHI', 'park']
[10.0640912, 76.5207041, 'alts', 'KOCHI', 'park']
[10.0382608, 76.6904309, 'alts', 'KOCHI', 'park']
[10.1116926, 76.68937679999999, 'alts', 'KOCHI', 'park']
[10.1681253, 76.7611896, 'alts', 'KOCHI', 'park']
[10.1852296, 76.5543222, 'alts', 'KOCHI', 'park']
[10.166505, 76.437844, 'alts', 'KOCHI', 'park']
[10.088022, 76.365344, 'alts', 'KOCHI', 'park']
[10.0145989, 76.94834709999999, 'alts', 'KOCHI', 'park']
[10.106401, 76.357244, 'alts', 'KOCHI', 'park']
[10.2087295, 76.4167342, 'alts', 'KOCHI', 'park']
[9.780035000000002, 76.778217, 'alts', 'KOCHI', 'park']
[10.0084462, 76.3627468, 'alts', 'KOCHI', 'park']
[10.0558428, 76.3542033, 'alts', 'KOCHI', 'park']
[9.958261799999999, 76.3602791, 'alts', 'KOCHI', 'park']
[10.025134, 76.99476, 'alts', 'KOCHI', 'park']
[10.3000146, 76.3346493, 'access_points', 'KOCHI', 'police']
[10.100339, 76.3569653, 'access_points', 'KOCHI', 'police']
[9.9806451, 76.5819045, 'access_points', 'KOCHI', 'police']
[10.0645088, 76.6254045, 'access_points', 'KOCHI', 'police']
[10.1708849, 76.4471298, 'access_points', 'KOCHI', 'police']
[10.0207878, 76.3451676, 'access_points', 'KOCHI', 'police']
[9.969099499999999, 76.6707739, 'access_points', 'KOCHI', 'police']
[9.9139138, 76.78762520000001, 'access_points', 'KOCHI', 'police']
[9.853226300000001, 76.6867935, 'access_points', 'KOCHI', 'police']
[9.897210099999997, 76.7131734, 'access_points', 'KOCHI', 'police']
[10.0507406, 76.7139006, 'access_points', 'KOCHI', 'police']
[10.151093, 76.7371244, 'access_points', 'KOCHI', 'police']
[10.1107187, 76.51851599999999, 'access_points', 'KOCHI', 'police']
[10.1950535, 76.3856589, 'access_points', 'KOCHI', 'police']
[9.9866671, 76.5777935, 'access_points', 'KOCHI', 'police']
[9.865600800000001, 76.48950900000001, 'access_points', 'KOCHI', 'police']
[9.820053499999998, 76.8035882, 'access_points', 'KOCHI', 'police']
[9.808147499999997, 76.77863669999999, 'access_points', 'KOCHI', 'police']
[10.1600515, 76.39279429999999, 'access_points', 'KOCHI', 'police']
[10.2790592, 76.8531632, 'access_points', 'KOCHI', 'police']
[9.933721, 76.316442, 'food', 'KOCHI', 'restaurant']
[9.9666071, 76.2417526, 'food', 'KOCHI', 'restaurant']
[9.9592898, 76.2691629, 'food', 'KOCHI', 'restaurant']
[9.820147, 76.384224, 'food', 'KOCHI', 'restaurant']
[9.9634774, 76.3002126, 'food', 'KOCHI', 'restaurant']
[9.9645502, 76.23949259999999, 'food', 'KOCHI', 'restaurant']
[9.943833, 76.335281, 'food', 'KOCHI', 'restaurant']
[9.9678243, 76.2833862, 'food', 'KOCHI', 'restaurant']
[9.893988799999997, 76.7068171, 'food', 'KOCHI', 'restaurant']
[9.9621665, 76.2889684, 'food', 'KOCHI', 'restaurant']
[9.966787000000002, 76.2424, 'food', 'KOCHI', 'restaurant']
[9.989298500000002, 76.2855163, 'food', 'KOCHI', 'restaurant']
[10.085893, 77.058526, 'food', 'KOCHI', 'restaurant']
[10.1630096, 76.39847329999999, 'food', 'KOCHI', 'restaurant']
[9.964108699999999, 76.23983729999999, 'food', 'KOCHI', 'restaurant']
[10.3081855, 76.3374207, 'food', 'KOCHI', 'restaurant']
[9.9705432, 76.285354, 'food', 'KOCHI', 'restaurant']
[9.9775183, 76.3168468, 'food', 'KOCHI', 'restaurant']
[9.6861435, 76.78081569999999, 'food', 'KOCHI', 'restaurant']
[9.908173699999999, 76.3617691, 'food', 'KOCHI', 'restaurant']
[9.977673800000002, 76.3167607, 'access_points', 'KOCHI', 'shopping_mall']
[10.1054169, 76.3517001, 'access_points', 'KOCHI', 'shopping_mall']
[10.1934952, 76.3870677, 'access_points', 'KOCHI', 'shopping_mall']
[9.896867599999998, 76.7099544, 'access_points', 'KOCHI', 'shopping_mall']
[10.0146468, 76.95389089999999, 'access_points', 'KOCHI', 'shopping_mall']
[9.854175499999998, 76.5933853, 'access_points', 'KOCHI', 'shopping_mall']
[10.1069503, 76.47366029999999, 'access_points', 'KOCHI', 'shopping_mall']
[9.977761, 76.3159677, 'access_points', 'KOCHI', 'shopping_mall']
[9.977374, 76.27691600000001, 'access_points', 'KOCHI', 'shopping_mall']
[9.9752592, 76.2808824, 'access_points', 'KOCHI', 'shopping_mall']
[9.8956392, 76.7073449, 'access_points', 'KOCHI', 'shopping_mall']
[9.9918987, 76.579694, 'access_points', 'KOCHI', 'shopping_mall']
[10.11495, 76.4790345, 'access_points', 'KOCHI', 'shopping_mall']
[10.113278, 76.478856, 'access_points', 'KOCHI', 'shopping_mall']
[9.8942216, 76.71639739999999, 'access_points', 'KOCHI', 'shopping_mall']
[9.777471399999998, 76.7026699, 'access_points', 'KOCHI', 'shopping_mall']
[10.0639027, 76.627572, 'access_points', 'KOCHI', 'shopping_mall']
[10.0658346, 76.6214177, 'access_points', 'KOCHI', 'shopping_mall']
[10.007411, 76.7103717, 'access_points', 'KOCHI', 'shopping_mall']
[10.076748, 76.5922054, 'access_points', 'KOCHI', 'shopping_mall']
[9.9592898, 76.2691629, 'alts', 'KOCHI', 'spa']
[9.820147, 76.384224, 'alts', 'KOCHI', 'spa']
[10.0210424, 76.3444347, 'alts', 'KOCHI', 'spa']
[9.992011999999999, 76.293729, 'alts', 'KOCHI', 'spa']
[9.965299999999997, 76.300563, 'alts', 'KOCHI', 'spa']
[9.971687900000001, 76.3174779, 'alts', 'KOCHI', 'spa']
[9.931197999999998, 76.26724999999999, 'alts', 'KOCHI', 'spa']
[9.946658, 76.352228, 'alts', 'KOCHI', 'spa']
[10.2901975, 76.5496445, 'alts', 'KOCHI', 'spa']
[9.990335000000002, 76.5853661, 'alts', 'KOCHI', 'spa']
[9.975429699999998, 76.5849987, 'alts', 'KOCHI', 'spa']
[9.951816, 76.335711, 'alts', 'KOCHI', 'spa']
[10.001357, 76.313856, 'alts', 'KOCHI', 'spa']
[10.129649, 76.468942, 'alts', 'KOCHI', 'spa']
[10.2073598, 76.4534165, 'alts', 'KOCHI', 'spa']
[9.9987, 76.302708, 'alts', 'KOCHI', 'spa']
[10.1196253, 76.3841223, 'alts', 'KOCHI', 'spa']
[10.151786, 76.392961, 'alts', 'KOCHI', 'spa']
[10.160835, 76.39070699999999, 'alts', 'KOCHI', 'spa']
[10.0350525, 76.335807, 'alts', 'KOCHI', 'spa']
[9.8888339, 76.5665665, 'alts', 'KOCHI', 'stadium']
[9.997215800000001, 76.300861, 'alts', 'KOCHI', 'stadium']
[10.0210704, 76.32367909999999, 'alts', 'KOCHI', 'stadium']
[9.7009239, 76.6663591, 'alts', 'KOCHI', 'stadium']
[9.9174132, 76.2932519, 'alts', 'KOCHI', 'stadium']
[9.9313085, 76.2583215, 'alts', 'KOCHI', 'stadium']
[10.02802, 76.6576868, 'alts', 'KOCHI', 'stadium']
[10.063636, 76.6251312, 'alts', 'KOCHI', 'stadium']
[10.0555652, 76.6193182, 'alts', 'KOCHI', 'stadium']
[10.0554754, 76.61923569999999, 'alts', 'KOCHI', 'stadium']
[9.998843899999999, 76.63664159999999, 'alts', 'KOCHI', 'stadium']
[9.991439999999999, 76.58059999999999, 'alts', 'KOCHI', 'stadium']
[9.982213100000001, 76.5806538, 'alts', 'KOCHI', 'stadium']
[9.9792408, 76.57646799999999, 'alts', 'KOCHI', 'stadium']
[10.1822412, 76.7126584, 'alts', 'KOCHI', 'stadium']
[9.974969399999997, 76.78194340000002, 'alts', 'KOCHI', 'stadium']
[9.927846400000002, 76.6075335, 'alts', 'KOCHI', 'stadium']
[9.9801781, 76.5396653, 'alts', 'KOCHI', 'stadium']
[9.9046877, 76.7286122, 'alts', 'KOCHI', 'stadium']
[9.896665800000001, 76.7114246, 'alts', 'KOCHI', 'stadium']
[10.01398, 76.332082, 'transport', 'KOCHI', 'taxi_stand']
[10.095128, 76.32230299999999, 'transport', 'KOCHI', 'taxi_stand']
[9.965985999999997, 76.302937, 'transport', 'KOCHI', 'taxi_stand']
[9.9670291, 76.24296199999999, 'transport', 'KOCHI', 'taxi_stand']
[10.0295842, 76.6659689, 'transport', 'KOCHI', 'taxi_stand']
[10.0632956, 76.6291693, 'transport', 'KOCHI', 'taxi_stand']
[10.0648698, 76.6239509, 'transport', 'KOCHI', 'taxi_stand']
[10.0000855, 76.7421578, 'transport', 'KOCHI', 'taxi_stand']
[9.988567800000002, 76.57852249999999, 'transport', 'KOCHI', 'taxi_stand']
[9.9912859, 76.7890772, 'transport', 'KOCHI', 'taxi_stand']
[9.991416999999998, 76.7898266, 'transport', 'KOCHI', 'taxi_stand']
[9.931602999999999, 76.599098, 'transport', 'KOCHI', 'taxi_stand']
[10.1404171, 76.53700990000002, 'transport', 'KOCHI', 'taxi_stand']
[10.0596531, 76.5085842, 'transport', 'KOCHI', 'taxi_stand']
[9.8997899, 76.7141517, 'transport', 'KOCHI', 'taxi_stand']
[9.8986603, 76.71425570000001, 'transport', 'KOCHI', 'taxi_stand']
[9.89714, 76.711491, 'transport', 'KOCHI', 'taxi_stand']
[9.897126199999999, 76.713804, 'transport', 'KOCHI', 'taxi_stand']
[9.896624100000002, 76.7166036, 'transport', 'KOCHI', 'taxi_stand']
[9.91025, 76.56411109999999, 'transport', 'KOCHI', 'taxi_stand']
[9.7560075, 76.49234210000002, 'transport', 'KOCHI', 'train_station']
[9.7348564, 76.51093089999999, 'transport', 'KOCHI', 'train_station']
[9.9782884, 76.2795586, 'transport', 'KOCHI', 'train_station']
